Kod Waluty,Kurs,Data Archiwizacji
USD,1.0300069021839948,2025-01-20 06:00:46
AED,3.860230336352043,2025-01-20 06:00:46
AFN,73.40003797084981,2025-01-20 06:00:46
ALL,95.36558143356531,2025-01-20 06:00:46
AMD,400.2839826986865,2025-01-20 06:00:46
ANG,1.7735382465635334,2025-01-20 06:00:46
AOA,918.3632469040643,2025-01-20 06:00:46
ARS,1044.6268540808078,2025-01-20 06:00:46
AUD,1.450464657081127,2025-01-20 06:00:46
AWG,1.7475947568503112,2025-01-20 06:00:46
AZN,1.7043700327570916,2025-01-20 06:00:46
BAM,1.7657305239714238,2025-01-20 06:00:46
BBD,1.959020181812181,2025-01-20 06:00:46
BDT,121.47156770687107,2025-01-20 06:00:46
BGN,1.8706493984265444,2025-01-20 06:00:46
BHD,0.5197751587803243,2025-01-20 06:00:46
BIF,2957.0175392090214,2025-01-20 06:00:46
BMD,0.92015852182662,2025-01-20 06:00:46
BND,1.1756784094993682,2025-01-20 06:00:46
BOB,6.955739611088274,2025-01-20 06:00:46
BRL,6.023106624705656,2025-01-20 06:00:46
BSD,0.9347500852640465,2025-01-20 06:00:46
BTN,86.55074985032218,2025-01-20 06:00:46
BWP,13.820369063810672,2025-01-20 06:00:46
BYN,3.2607362553578767,2025-01-20 06:00:46
BZD,1.9287552749060917,2025-01-20 06:00:46
CAD,1.3676701901658828,2025-01-20 06:00:46
CDF,2854.699964054905,2025-01-20 06:00:46
CHF,0.8157149868363599,2025-01-20 06:00:46
CLP,1011.2462462730822,2025-01-20 06:00:46
CNY,7.437751354696459,2025-01-20 06:00:46
COP,4342.675056928731,2025-01-20 06:00:46
CRC,502.58935585919227,2025-01-20 06:00:46
CUP,23.96785052164439,2025-01-20 06:00:46
CVE,107.3620859879876,2025-01-20 06:00:46
CZK,24.508267755909394,2025-01-20 06:00:46
DJF,177.91204571301847,2025-01-20 06:00:46
DKK,7.061885677822776,2025-01-20 06:00:46
DOP,61.48031714260246,2025-01-20 06:00:46
DZD,135.83192735635788,2025-01-20 06:00:46
EGP,50.4941538564354,2025-01-20 06:00:46
ERN,14.972184837482686,2025-01-20 06:00:46
ETB,127.31480598446952,2025-01-20 06:00:46
EUR,1.0745548515035312,2025-01-20 06:00:46
FJD,2.293252944658853,2025-01-20 06:00:46
FKP,0.8379100995227957,2025-01-20 06:00:46
FOK,7.164733455811845,2025-01-20 06:00:46
GBP,0.8504297980609858,2025-01-20 06:00:46
GEL,2.7993367937578086,2025-01-20 06:00:46
GGP,0.9448523742827388,2025-01-20 06:00:46
GHS,14.731148765964589,2025-01-20 06:00:46
GIP,0.8633181357451511,2025-01-20 06:00:46
GMD,72.6735943623146,2025-01-20 06:00:46
GNF,8589.165274509194,2025-01-20 06:00:46
GTQ,7.727986299924902,2025-01-20 06:00:46
GYD,209.1803948766584,2025-01-20 06:00:46
HKD,7.691242740930876,2025-01-20 06:00:46
HNL,25.295235659176235,2025-01-20 06:00:46
HRK,7.389865376757509,2025-01-20 06:00:46
HTG,130.61479711649648,2025-01-20 06:00:46
HUF,401.63223473259836,2025-01-20 06:00:46
IDR,16390.10161998874,2025-01-20 06:00:46
ILS,3.7260086356177697,2025-01-20 06:00:46
IMP,0.7432401255886503,2025-01-20 06:00:46
INR,86.57277555809736,2025-01-20 06:00:46
IQD,1308.2862032208238,2025-01-20 06:00:46
IRR,41969.53809481555,2025-01-20 06:00:46
ISK,141.50458037057243,2025-01-20 06:00:46
JEP,0.987361766601397,2025-01-20 06:00:46
JMD,156.90343316676586,2025-01-20 06:00:46
JOD,0.6107321492288861,2025-01-20 06:00:46
JPY,156.17898402998082,2025-01-20 06:00:46
KES,129.35635622582433,2025-01-20 06:00:46
