Kod Waluty,Kurs,Data Archiwizacji
USD,1.8325847085547553,2025-01-20 01:10:24
AED,3.2946706099383793,2025-01-20 01:10:24
AFN,73.57031922651021,2025-01-20 01:10:24
ALL,95.87197255631715,2025-01-20 01:10:24
AMD,400.129591229593,2025-01-20 01:10:24
ANG,2.138898755558487,2025-01-20 01:10:24
AOA,918.7416817403902,2025-01-20 01:10:24
ARS,1045.4895990556079,2025-01-20 01:10:24
AUD,2.105327502330796,2025-01-20 01:10:24
AWG,0.8576039928346035,2025-01-20 01:10:24
AZN,1.2734392356324757,2025-01-20 01:10:24
BAM,2.042393881766428,2025-01-20 01:10:24
BBD,1.0757604858584606,2025-01-20 01:10:24
BDT,121.22034526780726,2025-01-20 01:10:24
BGN,1.0984662870373023,2025-01-20 01:10:24
BHD,-0.585973968865472,2025-01-20 01:10:24
BIF,2957.8233868857374,2025-01-20 01:10:24
BMD,1.2464327769595136,2025-01-20 01:10:24
BND,0.8485441231569628,2025-01-20 01:10:24
BOB,6.062477596385721,2025-01-20 01:10:24
BRL,6.717112253496982,2025-01-20 01:10:24
BSD,0.2718646424831046,2025-01-20 01:10:24
BTN,87.07392657391655,2025-01-20 01:10:24
BWP,14.857865279348879,2025-01-20 01:10:24
BYN,4.235074077292795,2025-01-20 01:10:24
BZD,2.1247600490568663,2025-01-20 01:10:24
CAD,2.175012807526789,2025-01-20 01:10:24
CDF,2855.3865127603985,2025-01-20 01:10:24
CHF,0.7908293904134206,2025-01-20 01:10:24
CLP,1011.9011109369461,2025-01-20 01:10:24
CNY,7.192840129542722,2025-01-20 01:10:24
COP,4341.981677144152,2025-01-20 01:10:24
CRC,502.826160197536,2025-01-20 01:10:24
CUP,24.418268228087037,2025-01-20 01:10:24
CVE,108.04402597021661,2025-01-20 01:10:24
CZK,24.180116751297138,2025-01-20 01:10:24
DJF,178.02097148656964,2025-01-20 01:10:24
DKK,7.638191238365,2025-01-20 01:10:24
DOP,62.179806394590685,2025-01-20 01:10:24
DZD,136.66049571543712,2025-01-20 01:10:24
EGP,50.37515495790558,2025-01-20 01:10:24
ERN,15.837115227864192,2025-01-20 01:10:24
ETB,127.63287646067785,2025-01-20 01:10:24
EUR,1.8196251844571778,2025-01-20 01:10:24
FJD,2.2883462180831065,2025-01-20 01:10:24
FKP,0.706792357489365,2025-01-20 01:10:24
FOK,6.282715216129838,2025-01-20 01:10:24
GBP,0.4401252029792243,2025-01-20 01:10:24
GEL,2.9325439206236465,2025-01-20 01:10:24
GGP,0.4419162664196138,2025-01-20 01:10:24
GHS,15.392640782229526,2025-01-20 01:10:24
GIP,0.917330564780075,2025-01-20 01:10:24
GMD,72.56147836847796,2025-01-20 01:10:24
GNF,8589.81211136481,2025-01-20 01:10:24
GTQ,7.615263274147239,2025-01-20 01:10:24
GYD,208.7026943441927,2025-01-20 01:10:24
HKD,8.625933386748459,2025-01-20 01:10:24
HNL,26.096276052522132,2025-01-20 01:10:24
HRK,7.497152367112033,2025-01-20 01:10:24
HTG,129.86569952591685,2025-01-20 01:10:24
HUF,402.38079865933526,2025-01-20 01:10:24
IDR,16389.79440777195,2025-01-20 01:10:24
ILS,4.458156214395698,2025-01-20 01:10:24
IMP,0.8008823725681601,2025-01-20 01:10:24
INR,86.52494356023468,2025-01-20 01:10:24
IQD,1308.138135374485,2025-01-20 01:10:24
IRR,41970.34361532339,2025-01-20 01:10:24
ISK,142.01387151824534,2025-01-20 01:10:24
JEP,1.4191470063801006,2025-01-20 01:10:24
JMD,156.8113077174029,2025-01-20 01:10:24
JOD,0.534014755424218,2025-01-20 01:10:24
JPY,155.46486330171203,2025-01-20 01:10:24
KES,128.93455687594758,2025-01-20 01:10:24
KGS,87.81165119742339,2025-01-20 01:10:24
KHR,4059.693567620121,2025-01-20 01:10:24
KID,0.7947631360521166,2025-01-20 01:10:24
KMF,478.40930157321696,2025-01-20 01:10:24
KRW,1457.3358118199903,2025-01-20 01:10:24
KWD,-0.29710312957454854,2025-01-20 01:10:24
KYD,0.2625598278780342,2025-01-20 01:10:24
KZT,529.6453438523686,2025-01-20 01:10:24
LAK,21935.134176335938,2025-01-20 01:10:24
LBP,89499.27284941006,2025-01-20 01:10:24
LKR,295.5828030799548,2025-01-20 01:10:24
LRD,190.35998336065288,2025-01-20 01:10:24
LSL,18.252208570736478,2025-01-20 01:10:24
